"","﻿Tunning","Sample size","hyperparm","algorithm+score","Cases","","algoname","indtest","score","alpha","penalty","prior","config id","precision","recall","BSF","f1","shd","tp","fp","fn","tn","nEdgesGtPag","a","i","nEdgesPag","tp_undirect","tp_bidirect","tp_o_direct","f1_bde","f1_bic","f1_ll","f1_aic","shd_ll","kl_f1","kl_shd","mi_f1","mi2_f1","Dynamic tuning_F1","Dynamic tuning_SHD","BDeu tuning_F1","BDeu tuning_SHD","BIC tuning_F1","BIC tuning_SHD","Dynamic BDeu/AIC tuning_F1","Dynamic BDeu/AIC tuning_SHD","AIC tuning_F1","AIC tuning_SHD","MI tuning_F1","MI tuning_SHD","Best_config_F1","Best_config_SHD","Best_config_F1","Best_config_SHD"
"2688","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"hc","none","bic","none","8","none",28,"0.42204217",0.310606061,0.302600633,"0.357757377",57.3,20.5,11.8,45.5,1462.2,66,66,1474,48.6,0,0,0,"NA",-5642.051958,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2689","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"hc","none","bic","none","9","none",29,"0.427704834",0.3,0.292740841,"0.352517542",56.9,19.8,10.7,46.2,1463.3,66,66,1474,46.3,0,0,0,"NA",-5658.999264,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2690","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"hc","none","bic","none","10","none",30,"0.438863492",0.292424242,0.286047038,"0.350801047",56.1,19.3,9.4,46.7,1464.6,66,66,1474,44,0,0,0,"NA",-5687.169853,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2691","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"hc","none","bic","none","11","none",31,"0.462402861",0.286363636,0.281004071,"0.353582231",55,18.9,7.9,47.1,1466.1,66,66,1474,40.9,0,0,0,"NA",-5713.032248,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2692","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"hc","none","bic","none","12","none",32,"0.479136728",0.271212121,0.266734509,"0.346285451",54.7,17.9,6.6,48.1,1467.4,66,66,1474,37.4,0,0,0,"NA",-5750.281448,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2693","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"hc","none","bic","none","13","none",33,"0.479300924",0.256060606,0.251582994,"0.333729781",55.7,16.9,6.6,49.1,1467.4,66,66,1474,35.3,0,0,0,"NA",-5781.915263,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2694","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"hc","none","bic","none","14","none",34,"0.464924742",0.237878788,0.233401176,"0.31460301",56.9,15.7,6.6,50.3,1467.4,66,66,1474,33.8,0,0,0,"NA",-5804.17333,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2695","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"hc","none","bic","none","15","none",35,"0.480196653",0.234848485,0.230438716,"0.315334489",57,15.5,6.5,50.5,1467.5,66,66,1474,32.3,0,0,0,"NA",-5810.968182,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2696","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"hc","none","bic","none","16","none",36,"0.479324902",0.227272727,0.222998643,"0.308287974",57.3,15,6.3,51,1467.7,66,66,1474,31.3,0,0,0,"NA",-5820.685583,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2697","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"hc","none","bic","none","17","none",37,"0.466614167",0.218181818,0.213975577,"0.297246484",57.8,14.4,6.2,51.6,1467.8,66,66,1474,30.9,0,0,0,"NA",-5825.748585,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2698","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"hc","none","bic","none","18","none",38,"0.473830778",0.215151515,0.211420172,"0.295833779",57.3,14.2,5.5,51.8,1468.5,66,66,1474,30,0,0,0,"NA",-5837.230282,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2699","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"hc","none","bic","none","19","none",39,"0.472269659",0.206060606,0.202736318,"0.286872629",57.3,13.6,4.9,52.4,1469.1,66,66,1474,28.8,0,0,0,"NA",-5853.031984,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2700","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"hc","none","bic","none","20","none",40,"0.494827586",0.203030303,0.200520127,"0.287870943",56.3,13.4,3.7,52.6,1470.3,66,66,1474,27.1,0,0,0,"NA",-5873.910307,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","1",41,"0.498505089",0.407575758,0.396856626,"0.448374727",54.9,26.9,15.8,39.1,1458.2,66,66,1474,54,0,0,0,"NA",-6151.077495,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2702","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","2",42,"0.507309327",0.406060606,0.395952058,"0.450968863",54.1,26.8,14.9,39.2,1459.1,66,66,1474,52.8,0,0,0,"NA",-5646.54173,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2703","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","3",43,"0.498115716",0.395454545,0.385006784,"0.440774228",55.3,26.1,15.4,39.9,1458.6,66,66,1474,52.4,0,0,0,"NA",-5645.974704,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2704","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","4",44,"0.518130878",0.412121212,0.403098146,"0.458990701",52.1,27.2,13.3,38.8,1460.7,66,66,1474,52.5,0,0,0,"NA",-5645.483067,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2705","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","5",45,"0.527766883",0.416666667,0.40737223,"0.465588258",52.2,27.5,13.7,38.5,1460.3,66,66,1474,52.1,0,0,0,"NA",-5645.084502,"NA","NA","NA","NA","NA","NA","NA","0.038390949","0.049180328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2706","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","6",46,"0.503640249",0.4,0.389687924,"0.445776728",54.8,26.4,15.2,39.6,1458.8,66,66,1474,52.5,0,0,0,"NA",-5645.49534,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2707","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","7",47,"0.491706774",0.389393939,0.378674808,"0.434511111",56.1,25.7,15.8,40.3,1458.2,66,66,1474,52.3,0,0,0,"NA",-5646.155561,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2708","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","8",48,"0.519433883",0.410606061,0.401040253,"0.458586",53,27.1,14.1,38.9,1459.9,66,66,1474,52.2,0,0,0,"NA",-5645.752377,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2709","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","9",49,"0.501066906",0.395454545,0.38541384,"0.441977468",54.7,26.1,14.8,39.9,1459.2,66,66,1474,52.1,0,0,0,"NA",-5645.247156,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2710","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","10",50,"0.51848317",0.409090909,0.399389417,"0.457241572",53.3,27,14.3,39,1459.7,66,66,1474,52.1,0,0,0,"NA",-5645.341539,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2711","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","11",51,"0.484339307",0.381818182,0.370963365,"0.426926349",56.8,25.2,16,40.8,1458,66,66,1474,52,0,0,0,"NA",-5647.524988,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2712","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","12",52,"0.508531456",0.398484848,0.388647671,"0.446732736",54.2,26.3,14.5,39.7,1459.5,66,66,1474,51.8,0,0,0,"NA",-5646.894943,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","13",53,"0.516614975",0.406060606,0.396562641,"0.454615796",53.2,26.8,14,39.2,1460,66,66,1474,51.9,0,0,0,"NA",-5647.22568,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2714","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","14",54,"0.499321414",0.392424242,0.382112166,"0.439380056",55.3,25.9,15.2,40.1,1458.8,66,66,1474,51.9,0,0,0,"NA",-5647.92778,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2715","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","15",55,"0.525358054",0.413636364,0.403663501,"0.462765062",53.4,27.3,14.7,38.7,1459.3,66,66,1474,52,0,0,0,"NA",-5647.253635,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2716","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","16",56,"0.51007882",0.403030303,0.393125283,"0.450195938",54,26.6,14.6,39.4,1459.4,66,66,1474,52.2,0,0,0,"NA",-5647.890581,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2717","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","17",57,"0.51073666",0.403030303,0.39278607,"0.45042834",54.5,26.6,15.1,39.4,1458.9,66,66,1474,52.1,0,0,0,"NA",-5648.03711,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2718","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","18",58,"0.536402777",0.422727273,0.413432836,"0.472720817",51.8,27.9,13.7,38.1,1460.3,66,66,1474,52,0,0,0,"NA",-5648.218872,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2719","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","19",59,"0.499174142",0.392424242,0.382315694,"0.439314684",55,25.9,14.9,40.1,1459.1,66,66,1474,51.9,0,0,0,"NA",-5647.885944,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2720","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mcmc","none","bdeu","none","none","20",60,"0.534354186",0.41969697,0.410606061,"0.470016342",51.7,27.7,13.4,38.3,1460.6,66,66,1474,51.9,0,0,0,"NA",-5647.460009,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2721","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"pc","x2","none","0.05","none","none",61,"0.501568889",0.224242424,0.219764812,"0.30851744",54.7,14.8,6.6,51.2,1467.4,66,66,1474,29.8,3.1,0,0,"NA",-6277.350554,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2722","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"pc","x2","none","0.01","none","none",62,"0.510024774",0.286363636,0.279240163,"0.365917439",55.3,18.9,10.5,47.1,1463.5,66,66,1474,37.3,2.3,0,0,"NA",-6376.951206,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2723","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"pc","x2","none","0.1","none","none",63,"0.585476884",0.214393939,0.212222976,"0.312068237",51.875,14.15,3.2,51.85,1470.8,66,66,1474,24.7,3.175,0,0,"NA",-6225.803894,"NA","NA","NA","NA","NA","NA","NA","0.011509225","0.051645338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2724","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"pc","mi","none","0.05","none","none",64,"0.576906154",0.186868687,0.185361073,"0.281265671",52.94444444,12.33333333,2.222222222,53.66666667,1471.777778,66,66,1474,21.66666667,2.944444444,0,0,"NA",-6233.427236,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2725","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"pc","mi","none","0.01","none","none",65,"0.51916794",0.225757576,0.221483492,"0.313587879",54.6,14.9,6.3,51.1,1467.7,66,66,1474,28.8,2.8,0,0,"NA",-6276.731947,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2726","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"pc","mi","none","0.1","none","none",66,"0.592590824",0.159090909,0.158616011,"0.250193134",53.15,10.5,0.7,55.5,1473.3,66,66,1474,17.8,3.05,0,0,"NA",-6264.666244,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2727","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"pc","mi-sh","none","0.05","none","none",67,"0.572081895",0.322390572,0.316133977,"0.411628206",51.58333333,21.27777778,9.222222222,44.72222222,1464.777778,66,66,1474,37.44444444,2.361111111,0,0,"NA",-6298.830405,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2728","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"pc","mi-sh","none","0.01","none","none",68,"0.674028157",0.31969697,0.317051108,"0.433218437",46.3,21.1,3.9,44.9,1470.1,66,66,1474,31.4,2.5,0,0,"NA",-6248.252983,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2729","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"pc","mi-sh","none","0.1","none","none",69,"0.542046675",0.312121212,0.305269109,"0.395793238",52.9,20.6,10.1,45.4,1463.9,66,66,1474,38,2.6,0,0,"NA",-6304.738865,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2730","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.05","none","1",70,"0.506878708",0.234848485,0.234170059,"0.320918137",51.5,15.5,1,50.5,1473,66,66,1474,30.6,0,0,0,"NA",-6032.17957,"NA","NA","NA","NA","NA","NA","NA","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2731","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.05","none","2",71,"0.511922696",0.239393939,0.238511986,"0.326136558",51.5,15.8,1.3,50.2,1472.7,66,66,1474,30.9,0,0,0,"NA",-6032.348208,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2732","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.05","none","3",72,"0.511793714",0.242424242,0.241270918,"0.328892083",51.7,16,1.7,50,1472.3,66,66,1474,31.3,0,0,0,"NA",-6033.58539,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2733","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.05","none","4",73,"0.512989298",0.245454545,0.244097693,"0.331950682",51.8,16.2,2,49.8,1472,66,66,1474,31.6,0,0,0,"NA",-6036.358861,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2734","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.05","none","5",74,"0.511376394",0.245454545,0.244029851,"0.331614053",51.9,16.2,2.1,49.8,1471.9,66,66,1474,31.7,0,0,0,"NA",-6036.367897,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2735","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.05","none","6",75,"0.509763491",0.245454545,0.243962008,"0.331291888",52,16.2,2.2,49.8,1471.8,66,66,1474,31.8,0,0,0,"NA",-6036.795486,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2736","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.05","none","7",76,"0.514504449",0.248484848,0.246924469,"0.335044117",51.9,16.4,2.3,49.6,1471.7,66,66,1474,31.9,0,0,0,"NA",-6038.252179,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2737","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.05","none","8",77,"0.512989298",0.248484848,0.246856626,"0.334700682",52,16.4,2.4,49.6,1471.6,66,66,1474,32,0,0,0,"NA",-6038.430669,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2738","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.05","none","9",78,"0.50849781",0.248484848,0.246653098,"0.333676347",52.3,16.4,2.7,49.6,1471.3,66,66,1474,32.3,0,0,0,"NA",-6039.371496,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2739","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.05","none","10",79,"0.503662155",0.248484848,0.24644957,"0.332652645",52.6,16.4,3,49.6,1471,66,66,1474,32.6,0,0,0,"NA",-6040.143052,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2740","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.01","none","1",80,"0.466857785",0.213636364,0.212957938,"0.293036214",52.9,14.1,1,51.9,1473,66,66,1474,30.1,0,0,0,"NA",-6044.203837,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2741","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.01","none","2",81,"0.466857785",0.215151515,0.214337404,"0.294424811",53,14.2,1.2,51.8,1472.8,66,66,1474,30.3,0,0,0,"NA",-6044.42412,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2742","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.01","none","3",82,"0.4685937",0.218181818,0.217164179,"0.297590854",53.1,14.4,1.5,51.6,1472.5,66,66,1474,30.6,0,0,0,"NA",-6045.428463,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2743","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.01","none","4",83,"0.471854541",0.221212121,0.220058797,"0.301058885",53.1,14.6,1.7,51.4,1472.3,66,66,1474,30.8,0,0,0,"NA",-6047.817053,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2744","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.01","none","5",84,"0.470241638",0.221212121,0.219990954,"0.300722256",53.2,14.6,1.8,51.4,1472.2,66,66,1474,30.9,0,0,0,"NA",-6047.82609,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2745","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.01","none","6",85,"0.468886958",0.221212121,0.219923112,"0.300475895",53.3,14.6,1.9,51.4,1472.1,66,66,1474,31,0,0,0,"NA",-6048.253678,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2746","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.01","none","7",86,"0.474155775",0.224242424,0.222885572,"0.304363352",53.2,14.8,2,51.2,1472,66,66,1474,31.1,0,0,0,"NA",-6049.710371,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2747","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.01","none","8",87,"0.472845291",0.224242424,0.22281773,"0.304089841",53.3,14.8,2.1,51.2,1471.9,66,66,1474,31.2,0,0,0,"NA",-6049.888862,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2748","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.01","none","9",88,"0.467965299",0.224242424,0.222546359,"0.303022593",53.7,14.8,2.5,51.2,1471.5,66,66,1474,31.6,0,0,0,"NA",-6051.892433,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bdeu","0.01","none","10",89,"0.464987221",0.224242424,0.222410674,"0.302423696",53.9,14.8,2.7,51.2,1471.3,66,66,1474,31.8,0,0,0,"NA",-6052.823543,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2750","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bic","0.05","1","none",90,"0.45748551",0.25,0.245590231,"0.323156176",56,16.5,6.5,49.5,1467.5,66,66,1474,36.1,0,0,0,"NA",-6081.343598,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bic","0.05","2","none",91,"0.487286323",0.248484848,0.245703302,"0.328928072",53.7,16.4,4.1,49.6,1469.9,66,66,1474,33.7,0,0,0,"NA",-6045.343445,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2752","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bic","0.05","3","none",92,"0.500496671",0.237878788,0.236657621,"0.322383913",52.1,15.7,1.8,50.3,1472.2,66,66,1474,31.4,0,0,0,"NA",-6032.881865,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2753","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bic","0.05","4","none",93,"0.485789998",0.225757576,0.225011307,"0.308188019",52.2,14.9,1.1,51.1,1472.9,66,66,1474,30.7,0,0,0,"NA",-6031.409979,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2754","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bic","0.05","5","none",94,"0.462641957",0.212121212,0.211578471,"0.290780004",52.8,14,0.8,52,1473.2,66,66,1474,30.3,0,0,0,"NA",-6032.588834,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2755","SCORE_AIC",1000,NA,NA,"HAILFINDER",NA,"mmhc","x2","bic","0.05","6","none",95,"0.471693681",0.212121212,0.211849842,"0.292584516",52.4,14,0.4,52,1473.6,66,66,1474,29.7,0,0,0,"NA",-6031.954609,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
